Lontitude,Latitude,StartYear,disturb_duration,recovery_duration,Disturbance_Depth,depth/disturb_year,depth*disturb_year,depth/recovery_year,depth*recovery_year,depth/totalYear,depth*totalYear,Disturbance
-123.518,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.528,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.548,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.558,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.578,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.588,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.598,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.618,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.628,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.638,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.648,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.738,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.748,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.768,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.788,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.818,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.828,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.838,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.858,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.868,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.878,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.888,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.898,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.928,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.938,44.1,0,0,0,0,0,0,0,0,0,0,None
-123.491,44.2,0,0,0,0,0,0,0,0,0,0,None
-123.501,44.2,0,0,0,0,0,0,0,0,0,0,None
-123.4,44.392,0,0,0,0,0,0,0,0,0,0,None
-123.448,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.458,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.468,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.478,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.488,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.498,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.518,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.528,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.538,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.548,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.558,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.568,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.588,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.608,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.618,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.638,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.648,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.658,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.678,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.688,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.698,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.708,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.718,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.728,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.748,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.758,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.768,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.778,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.788,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.798,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.808,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.818,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.828,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.838,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.848,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.858,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.878,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.888,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.908,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.928,44.3,0,0,0,0,0,0,0,0,0,0,None
-123.948,44.3,0,0,0,0,0,0,0,0,0,0,None
-122.588,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.648,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.658,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.678,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.688,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.718,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.738,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.758,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.788,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.798,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.838,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.948,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.958,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.968,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.988,44.4,0,0,0,0,0,0,0,0,0,0,None
-122.998,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.008,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.018,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.028,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.038,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.058,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.078,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.108,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.118,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.158,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.168,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.218,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.238,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.248,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.258,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.298,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.308,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.318,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.328,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.338,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.348,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.378,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.388,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.458,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.468,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.498,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.508,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.518,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.538,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.548,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.588,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.628,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.638,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.658,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.668,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.708,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.718,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.768,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.778,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.788,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.798,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.808,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.818,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.828,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.838,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.858,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.868,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.878,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.898,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.908,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.918,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.928,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.938,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.948,44.4,0,0,0,0,0,0,0,0,0,0,None
-123.4,44.542,0,0,0,0,0,0,0,0,0,0,None
-123.4,44.692,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.192,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.342,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.392,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.542,0,0,0,0,0,0,0,0,0,0,None
-123.958,45.552,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.592,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.692,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.742,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.792,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.892,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.942,0,0,0,0,0,0,0,0,0,0,None
-123.4,45.992,0,0,0,0,0,0,0,0,0,0,None
-123.4,46.042,0,0,0,0,0,0,0,0,0,0,None
-123.4,46.092,0,0,0,0,0,0,0,0,0,0,None
-123.4,46.142,0,0,0,0,0,0,0,0,0,0,None
-123.4,46.242,0,0,0,0,0,0,0,0,0,0,None
-123.4,46.292,0,0,0,0,0,0,0,0,0,0,None
123,43.2,0,0,0,0,0,0,0,0,0,0,None
123.5,43.2,0,0,0,0,0,0,0,0,0,0,None
122.2,43.5,0,0,0,0,0,0,0,0,0,0,None
122.5,43.5,0,0,0,0,0,0,0,0,0,0,None
123,43.5,0,0,0,0,0,0,0,0,0,0,None
123.6,43.79,0,0,0,0,0,0,0,0,0,0,None
123.57,43.8,0,0,0,0,0,0,0,0,0,0,None
123.9,44.3,0,0,0,0,0,0,0,0,0,0,None
123.48,46.4,0,0,0,0,0,0,0,0,0,0,None
123.94,47.1,0,0,0,0,0,0,0,0,0,0,None
124.09,47.11,0,0,0,0,0,0,0,0,0,0,None
124.04,47.2,0,0,0,0,0,0,0,0,0,0,None
122,47.3,0,0,0,0,0,0,0,0,0,0,None
123.48,47.4,0,0,0,0,0,0,0,0,0,0,None
123,47.72,0,0,0,0,0,0,0,0,0,0,None
