Lontitude,Latitude,StartYear,disturb_duration,recovery_duration,Disturbance_Depth,depth/disturb_year,depth*disturb_year,depth/recovery_year,depth*recovery_year,depth/totalYear,depth*totalYear,Disturbance
-122.2,43.2,2005,8,5,-50.796,-6.3495,-406.368,-10.1592,-253.98,-3.907384615,-660.348,Insect
